,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,uid
20547,1987.0,10.0,1,4.0,2014.0,2015.0,2056.0,2110.0,US,672.0,,42.0,55.0,,-14.0,-1.0,5.0,LGA,198.0,,,0.0,,0.0,,,,,,
159561,1987.0,12.0,11,5.0,1341.0,1337.0,1433.0,1437.0,PI,888.0,,52.0,60.0,,-4.0,4.0,5.0,JFK,209.0,,,0.0,,0.0,,,,,,
179418,1987.0,12.0,24,4.0,725.0,720.0,916.0,910.0,WN,412.0,,51.0,50.0,,6.0,5.0,10.0,DTW,229.0,,,0.0,,0.0,,,,,,
172336,1987.0,12.0,27,7.0,2217.0,2215.0,603.0,619.0,AA,92.0,,286.0,304.0,,-16.0,2.0,3.0,IAD,2288.0,,,0.0,,0.0,,,,,,
47715,1987.0,11.0,14,6.0,1157.0,1200.0,1321.0,1317.0,UA,809.0,,84.0,77.0,,4.0,-3.0,3.0,SFO,337.0,,,0.0,,0.0,,,,,,
89114,1987.0,10.0,6,2.0,950.0,950.0,1044.0,1045.0,PI,251.0,,54.0,55.0,,-1.0,0.0,2.0,RDU,227.0,,,0.0,,0.0,,,,,,
225964,1987.0,10.0,8,4.0,2015.0,2010.0,2121.0,2118.0,TW,23.0,,126.0,128.0,,3.0,5.0,2.0,STL,719.0,,,0.0,,0.0,,,,,,
249090,1987.0,12.0,18,5.0,1456.0,1455.0,1612.0,1607.0,US,396.0,,76.0,72.0,,5.0,1.0,2.0,BOS,399.0,,,0.0,,0.0,,,,,,
176785,1987.0,10.0,22,4.0,1105.0,1105.0,1147.0,1150.0,WN,16.0,,42.0,45.0,,-3.0,0.0,7.0,OKC,181.0,,,0.0,,0.0,,,,,,
100821,1987.0,11.0,7,6.0,1407.0,1410.0,1506.0,1519.0,UA,1555.0,,59.0,69.0,,-13.0,-3.0,8.0,GSO,239.0,,,0.0,,0.0,,,,,,
233231,1987.0,10.0,27,2.0,1224.0,1220.0,1348.0,1342.0,TW,75.0,,144.0,142.0,,6.0,4.0,2.0,STL,719.0,,,0.0,,0.0,,,,,,
204946,1987.0,10.0,4,7.0,840.0,840.0,934.0,940.0,WN,220.0,,54.0,60.0,,-6.0,0.0,7.0,LBB,293.0,,,0.0,,0.0,,,,,,
111173,1987.0,12.0,21,1.0,813.0,755.0,1014.0,954.0,CO,895.0,,121.0,119.0,,20.0,18.0,1.0,IAH,668.0,,,0.0,,0.0,,,,,,
71288,1987.0,12.0,15,2.0,1000.0,954.0,1108.0,1102.0,AA,2009.0,,68.0,68.0,,6.0,6.0,3.0,SJC,308.0,,,0.0,,0.0,,,,,,
185798,1987.0,10.0,24,6.0,610.0,610.0,728.0,727.0,DL,166.0,,78.0,77.0,,1.0,0.0,6.0,ATL,403.0,,,0.0,,0.0,,,,,,
84727,1987.0,11.0,19,4.0,730.0,730.0,832.0,836.0,AA,2071.0,,62.0,66.0,,-4.0,0.0,3.0,SJC,308.0,,,0.0,,0.0,,,,,,
247596,1987.0,12.0,7,1.0,744.0,740.0,845.0,845.0,WN,148.0,,61.0,65.0,,0.0,4.0,7.0,MAF,319.0,,,0.0,,0.0,,,,,,
149393,1987.0,11.0,4,3.0,844.0,844.0,1221.0,1218.0,EA,465.0,,157.0,154.0,,3.0,0.0,1.0,MIA,1068.0,,,0.0,,0.0,,,,,,
27143,1987.0,11.0,23,1.0,2233.0,2230.0,33.0,16.0,PS,1578.0,,120.0,106.0,,17.0,3.0,0.0,SFO,679.0,,,0.0,,0.0,,,,,,
58910,1987.0,10.0,9,5.0,920.0,920.0,1240.0,1236.0,CO,64.0,,140.0,136.0,,4.0,0.0,3.0,DEN,862.0,,,0.0,,0.0,,,,,,
38762,1987.0,11.0,9,1.0,1100.0,1100.0,1218.0,1155.0,PA (1),377.0,,78.0,55.0,,23.0,0.0,6.0,MIA,193.0,,,0.0,,0.0,,,,,,
122596,1987.0,11.0,4,3.0,1540.0,1535.0,1736.0,1710.0,HP,1121.0,,236.0,215.0,,26.0,5.0,10.0,LAS,1521.0,,,0.0,,0.0,,,,,,
251981,1987.0,12.0,20,7.0,1302.0,1302.0,1544.0,1535.0,TW,614.0,,102.0,93.0,,9.0,0.0,1.0,CLT,575.0,,,0.0,,0.0,,,,,,
160759,1987.0,10.0,4,7.0,1405.0,1405.0,1639.0,1637.0,UA,992.0,,94.0,92.0,,2.0,0.0,10.0,IAD,577.0,,,0.0,,0.0,,,,,,
242503,1987.0,11.0,29,7.0,842.0,842.0,1015.0,1017.0,TW,95.0,,93.0,95.0,,-2.0,0.0,1.0,OKC,462.0,,,0.0,,0.0,,,,,,
260593,1987.0,10.0,10,6.0,758.0,800.0,846.0,855.0,UA,603.0,,108.0,115.0,,-9.0,-2.0,2.0,ORD,612.0,,,0.0,,0.0,,,,,,
153947,1987.0,10.0,23,5.0,853.0,842.0,1003.0,952.0,PS,1667.0,,70.0,70.0,,11.0,11.0,3.0,CCR,346.0,,,0.0,,0.0,,,,,,
197017,1987.0,12.0,29,2.0,1745.0,1710.0,2002.0,1927.0,UA,1284.0,,137.0,137.0,,35.0,35.0,3.0,PDX,834.0,,,0.0,,0.0,,,,,,
224642,1987.0,11.0,20,5.0,1800.0,1800.0,2024.0,2009.0,CO,156.0,,144.0,129.0,,15.0,0.0,6.0,IAD,758.0,,,0.0,,0.0,,,,,,
248485,1987.0,11.0,28,6.0,2310.0,2310.0,601.0,600.0,DL,450.0,,231.0,230.0,,1.0,0.0,3.0,CVG,1900.0,,,0.0,,0.0,,,,,,
154160,1987.0,10.0,30,5.0,825.0,825.0,924.0,918.0,DL,936.0,,59.0,53.0,,6.0,0.0,13.0,DFW,282.0,,,0.0,,0.0,,,,,,
229907,1987.0,12.0,24,4.0,1405.0,1400.0,1724.0,1711.0,UA,90.0,,139.0,131.0,,13.0,5.0,3.0,DEN,862.0,,,0.0,,0.0,,,,,,
30812,1987.0,10.0,5,1.0,1330.0,1330.0,1425.0,1425.0,WN,29.0,,55.0,55.0,,0.0,0.0,7.0,HOU,239.0,,,0.0,,0.0,,,,,,
108785,1987.0,10.0,29,4.0,1651.0,1650.0,1903.0,1900.0,UA,1485.0,,72.0,70.0,,3.0,1.0,3.0,PHX,370.0,,,0.0,,0.0,,,,,,
44656,1987.0,10.0,2,5.0,1952.0,1829.0,2141.0,2020.0,EA,137.0,,109.0,111.0,,81.0,83.0,2.0,ATL,547.0,,,0.0,,0.0,,,,,,
6130,1987.0,10.0,13,2.0,1515.0,1515.0,1618.0,1628.0,CO,1733.0,,123.0,133.0,,-10.0,0.0,1.0,DEN,770.0,,,0.0,,0.0,,,,,,
78332,1987.0,12.0,6,7.0,2239.0,2240.0,2320.0,2315.0,PS,1723.0,,41.0,35.0,,5.0,-1.0,0.0,BLI,94.0,,,0.0,,0.0,,,,,,
213024,1987.0,12.0,18,5.0,949.0,939.0,1108.0,1052.0,PS,1527.0,,79.0,73.0,,16.0,10.0,3.0,RNO,390.0,,,0.0,,0.0,,,,,,
174069,1987.0,10.0,21,3.0,1718.0,1715.0,1829.0,1826.0,TW,403.0,,71.0,71.0,,3.0,3.0,3.0,SFO,337.0,,,0.0,,0.0,,,,,,
85553,1987.0,11.0,29,7.0,2018.0,2010.0,2242.0,2240.0,DL,1096.0,,84.0,90.0,,2.0,8.0,11.0,DFW,569.0,,,0.0,,0.0,,,,,,
138918,1987.0,11.0,21,6.0,924.0,920.0,1050.0,1045.0,DL,149.0,,146.0,145.0,,5.0,4.0,6.0,DFW,984.0,,,0.0,,0.0,,,,,,
231862,1987.0,10.0,10,6.0,1350.0,1340.0,1353.0,1350.0,WN,554.0,,63.0,70.0,,3.0,10.0,11.0,PHX,328.0,,,0.0,,0.0,,,,,,
240497,1987.0,10.0,27,2.0,1859.0,1900.0,1958.0,2001.0,UA,627.0,,119.0,121.0,,-3.0,-1.0,2.0,ORD,612.0,,,0.0,,0.0,,,,,,
63870,1987.0,10.0,27,2.0,1310.0,1310.0,1403.0,1405.0,WN,171.0,,53.0,55.0,,-2.0,0.0,7.0,SAT,248.0,,,0.0,,0.0,,,,,,
36502,1987.0,10.0,29,4.0,1526.0,1526.0,1654.0,1715.0,TW,621.0,,88.0,109.0,,-21.0,0.0,1.0,DFW,551.0,,,0.0,,0.0,,,,,,
22471,1987.0,10.0,1,4.0,2230.0,2230.0,31.0,14.0,PS,1578.0,,121.0,104.0,,17.0,0.0,0.0,SFO,679.0,,,0.0,,0.0,,,,,,
261044,1987.0,10.0,16,5.0,1159.0,1200.0,1314.0,1306.0,UA,574.0,,75.0,66.0,,8.0,-1.0,1.0,ORD,258.0,,,0.0,,0.0,,,,,,
98846,1987.0,10.0,12,1.0,1200.0,1200.0,1420.0,1415.0,DL,1708.0,,140.0,135.0,,5.0,0.0,0.0,LAX,954.0,,,0.0,,0.0,,,,,,
146572,1987.0,10.0,31,6.0,1350.0,1350.0,1439.0,1442.0,NW,555.0,,109.0,112.0,,-3.0,0.0,6.0,MEM,683.0,,,0.0,,0.0,,,,,,
239388,1987.0,11.0,16,1.0,905.0,905.0,1118.0,1120.0,DL,1706.0,,133.0,135.0,,-2.0,0.0,0.0,LAX,954.0,,,0.0,,0.0,,,,,,
4814,1987.0,10.0,11,7.0,700.0,702.0,717.0,722.0,UA,423.0,,77.0,80.0,,-5.0,-2.0,14.0,DEN,419.0,,,0.0,,0.0,,,,,,
159921,1987.0,10.0,12,1.0,2105.0,2108.0,2245.0,2242.0,UA,1573.0,,100.0,94.0,,3.0,-3.0,8.0,SAV,515.0,,,0.0,,0.0,,,,,,
46240,1987.0,12.0,4,5.0,1408.0,1408.0,1508.0,1510.0,NW,975.0,,60.0,62.0,,-2.0,0.0,1.0,MEM,256.0,,,0.0,,0.0,,,,,,
30979,1987.0,11.0,17,2.0,1014.0,939.0,1133.0,1052.0,PS,1527.0,,79.0,73.0,,41.0,35.0,3.0,RNO,390.0,,,0.0,,0.0,,,,,,
150823,1987.0,10.0,11,7.0,1630.0,1630.0,1729.0,1729.0,PA (1),260.0,,59.0,59.0,,0.0,0.0,2.0,LGA,214.0,,,0.0,,0.0,,,,,,
29093,1987.0,10.0,7,3.0,19.0,2355.0,740.0,730.0,EA,504.0,,261.0,275.0,,10.0,24.0,3.0,MIA,2342.0,,,0.0,,0.0,,,,,,
139839,1987.0,10.0,25,7.0,1240.0,1240.0,1331.0,1335.0,PI,544.0,,51.0,55.0,,-4.0,0.0,2.0,RDU,227.0,,,0.0,,0.0,,,,,,
176769,1987.0,12.0,13,7.0,1010.0,1010.0,1107.0,1110.0,NW,963.0,,117.0,120.0,,-3.0,0.0,6.0,MEM,683.0,,,0.0,,0.0,,,,,,
72473,1987.0,10.0,18,7.0,1327.0,1330.0,1423.0,1420.0,PI,771.0,,56.0,50.0,,3.0,-3.0,6.0,MIA,193.0,,,0.0,,0.0,,,,,,
261817,1987.0,11.0,8,7.0,700.0,700.0,801.0,805.0,HP,625.0,,61.0,65.0,,-4.0,0.0,11.0,PHX,328.0,,,0.0,,0.0,,,,,,
90701,1987.0,11.0,24,2.0,953.0,954.0,1147.0,1124.0,TW,766.0,,114.0,90.0,,23.0,-1.0,1.0,MSP,449.0,,,0.0,,0.0,,,,,,
192102,1987.0,12.0,14,1.0,1528.0,1530.0,1630.0,1636.0,UA,1294.0,,62.0,66.0,,-6.0,-2.0,8.0,EWR,213.0,,,0.0,,0.0,,,,,,
128319,1987.0,10.0,8,4.0,1525.0,1525.0,1652.0,1650.0,CO,1191.0,,147.0,145.0,,2.0,0.0,10.0,DEN,895.0,,,0.0,,0.0,,,,,,
119326,1987.0,12.0,6,7.0,1853.0,1750.0,2002.0,1859.0,PS,1827.0,,69.0,69.0,,63.0,63.0,3.0,SMF,373.0,,,0.0,,0.0,,,,,,
133512,1987.0,12.0,15,2.0,,945.0,,1048.0,TW,626.0,,,63.0,,,,1.0,MSN,308.0,,,1.0,,0.0,,,,,,
8044,1987.0,10.0,27,2.0,2347.0,2350.0,656.0,656.0,UA,44.0,,249.0,246.0,,0.0,-3.0,3.0,CLE,2053.0,,,0.0,,0.0,,,,,,
102071,1987.0,11.0,21,6.0,1758.0,1800.0,1924.0,1915.0,UA,625.0,,146.0,135.0,,9.0,-2.0,2.0,ORD,612.0,,,0.0,,0.0,,,,,,
23856,1987.0,12.0,3,4.0,708.0,709.0,812.0,801.0,AA,916.0,,124.0,112.0,,11.0,-1.0,6.0,BNA,616.0,,,0.0,,0.0,,,,,,
23296,1987.0,10.0,18,7.0,1415.0,1415.0,1536.0,1520.0,HP,250.0,,81.0,65.0,,16.0,0.0,3.0,PHX,370.0,,,0.0,,0.0,,,,,,
67217,1987.0,10.0,3,6.0,800.0,800.0,832.0,835.0,WN,356.0,,92.0,95.0,,-3.0,0.0,7.0,ELP,562.0,,,0.0,,0.0,,,,,,
34418,1987.0,12.0,12,6.0,1234.0,1235.0,1439.0,1444.0,US,562.0,,125.0,129.0,,-5.0,-1.0,6.0,PHL,861.0,,,0.0,,0.0,,,,,,
12067,1987.0,10.0,30,5.0,2012.0,2012.0,2124.0,2130.0,TW,23.0,,132.0,138.0,,-6.0,0.0,2.0,STL,719.0,,,0.0,,0.0,,,,,,
103207,1987.0,11.0,3,2.0,700.0,700.0,738.0,752.0,NW,991.0,,98.0,112.0,,-14.0,0.0,6.0,MEM,683.0,,,0.0,,0.0,,,,,,
243918,1987.0,12.0,23,3.0,1553.0,1533.0,1707.0,1643.0,PS,1860.0,,74.0,70.0,,24.0,20.0,23.0,LAX,346.0,,,0.0,,0.0,,,,,,
105264,1987.0,12.0,15,2.0,1436.0,1430.0,1826.0,1806.0,AA,167.0,,350.0,336.0,,20.0,6.0,3.0,HNL,2556.0,,,0.0,,0.0,,,,,,
235332,1987.0,12.0,11,5.0,1325.0,1325.0,1413.0,1415.0,WN,357.0,,48.0,50.0,,-2.0,0.0,7.0,IAH,217.0,,,0.0,,0.0,,,,,,
165065,1987.0,10.0,30,5.0,812.0,812.0,1018.0,1026.0,AA,671.0,,186.0,194.0,,-8.0,0.0,8.0,DFW,1172.0,,,0.0,,0.0,,,,,,
178017,1987.0,12.0,14,1.0,705.0,705.0,756.0,747.0,DL,63.0,,51.0,42.0,,9.0,0.0,9.0,BOS,91.0,,,0.0,,0.0,,,,,,
76070,1987.0,10.0,15,4.0,702.0,700.0,752.0,758.0,US,619.0,,50.0,58.0,,-6.0,2.0,9.0,PHL,196.0,,,0.0,,0.0,,,,,,
155362,1987.0,10.0,1,4.0,1630.0,1630.0,1756.0,1729.0,PA (1),260.0,,86.0,59.0,,27.0,0.0,2.0,LGA,214.0,,,0.0,,0.0,,,,,,
217968,1987.0,11.0,16,1.0,1056.0,1055.0,1208.0,1200.0,AA,2223.0,,72.0,65.0,,8.0,1.0,3.0,SJC,308.0,,,0.0,,0.0,,,,,,
57917,1987.0,12.0,24,4.0,711.0,700.0,923.0,912.0,US,22.0,,72.0,72.0,,11.0,11.0,3.0,PHX,370.0,,,0.0,,0.0,,,,,,
16985,1987.0,11.0,28,6.0,625.0,625.0,828.0,840.0,DL,1766.0,,123.0,135.0,,-12.0,0.0,0.0,LAX,954.0,,,0.0,,0.0,,,,,,
226273,1987.0,11.0,3,2.0,1630.0,1630.0,1740.0,1729.0,PA (1),260.0,,70.0,59.0,,11.0,0.0,2.0,LGA,214.0,,,0.0,,0.0,,,,,,
217438,1987.0,12.0,20,7.0,2100.0,2100.0,2225.0,2224.0,AA,2161.0,,85.0,84.0,,1.0,0.0,3.0,SFO,337.0,,,0.0,,0.0,,,,,,
13993,1987.0,11.0,7,6.0,705.0,705.0,817.0,816.0,US,628.0,,72.0,71.0,,1.0,0.0,2.0,BOS,399.0,,,0.0,,0.0,,,,,,
254924,1987.0,11.0,22,7.0,1045.0,1045.0,1140.0,1145.0,WN,78.0,,55.0,60.0,,-5.0,0.0,7.0,LIT,296.0,,,0.0,,0.0,,,,,,
207123,1987.0,10.0,6,2.0,1627.0,1625.0,1857.0,1852.0,UA,107.0,,330.0,327.0,,5.0,2.0,3.0,HNL,2556.0,,,0.0,,0.0,,,,,,
59735,1987.0,11.0,8,7.0,1025.0,1025.0,1143.0,1130.0,CO,560.0,,78.0,65.0,,13.0,0.0,8.0,EWR,213.0,,,0.0,,0.0,,,,,,
74197,1987.0,11.0,4,3.0,1058.0,1100.0,1152.0,1140.0,PA (1),282.0,,54.0,40.0,,12.0,-2.0,3.0,SAN,109.0,,,0.0,,0.0,,,,,,
178696,1987.0,10.0,12,1.0,116.0,100.0,202.0,141.0,DL,261.0,,46.0,41.0,,21.0,16.0,6.0,MIA,193.0,,,0.0,,0.0,,,,,,
76683,1987.0,11.0,16,1.0,1835.0,1820.0,1934.0,1917.0,CO,796.0,,59.0,57.0,,17.0,15.0,5.0,EWR,194.0,,,0.0,,0.0,,,,,,
117200,1987.0,11.0,23,1.0,1230.0,1230.0,1354.0,1354.0,TW,157.0,,144.0,144.0,,0.0,0.0,2.0,STL,719.0,,,0.0,,0.0,,,,,,
789,1987.0,12.0,12,6.0,1215.0,1215.0,1259.0,1300.0,AS,108.0,,44.0,45.0,,-1.0,0.0,0.0,PDX,129.0,,,0.0,,0.0,,,,,,
156899,1987.0,10.0,27,2.0,748.0,747.0,844.0,843.0,PS,1739.0,,56.0,56.0,,1.0,1.0,3.0,MRY,267.0,,,0.0,,0.0,,,,,,
179081,1987.0,10.0,16,5.0,1627.0,1620.0,1753.0,1723.0,US,440.0,,86.0,63.0,,30.0,7.0,2.0,ALB,318.0,,,0.0,,0.0,,,,,,
242431,1987.0,12.0,10,4.0,1430.0,1410.0,1525.0,1503.0,DL,1099.0,,55.0,53.0,,22.0,20.0,13.0,DFW,282.0,,,0.0,,0.0,,,,,,
200217,1987.0,10.0,14,3.0,2029.0,2029.0,2107.0,2104.0,PI,849.0,,38.0,35.0,,3.0,0.0,5.0,BUF,134.0,,,0.0,,0.0,,,,,,
95471,1987.0,11.0,25,3.0,905.0,906.0,1143.0,1124.0,UA,1465.0,,158.0,138.0,,19.0,-1.0,8.0,TPA,810.0,,,0.0,,0.0,,,,,,
83628,1987.0,10.0,17,6.0,1101.0,1055.0,1345.0,1318.0,DL,1567.0,,344.0,323.0,,27.0,6.0,3.0,HNL,2556.0,,,0.0,,0.0,,,,,,
169773,1987.0,10.0,23,5.0,1115.0,1100.0,1206.0,1155.0,WN,19.0,,51.0,55.0,,11.0,15.0,7.0,HOU,239.0,,,0.0,,0.0,,,,,,
260607,1987.0,12.0,22,2.0,1314.0,1315.0,1622.0,1635.0,TW,114.0,,128.0,140.0,,-13.0,-1.0,1.0,LGA,887.0,,,0.0,,0.0,,,,,,
245877,1987.0,10.0,1,4.0,1240.0,1240.0,1504.0,1448.0,CO,182.0,,144.0,128.0,,16.0,0.0,6.0,IAD,758.0,,,0.0,,0.0,,,,,,
185405,1987.0,11.0,22,7.0,1302.0,1303.0,1611.0,1559.0,TW,210.0,,129.0,116.0,,12.0,-1.0,1.0,BWI,737.0,,,0.0,,0.0,,,,,,
260826,1987.0,12.0,4,5.0,1648.0,1640.0,1815.0,1755.0,DL,685.0,,87.0,75.0,,20.0,8.0,2.0,CVG,411.0,,,0.0,,0.0,,,,,,
55312,1987.0,10.0,5,1.0,1723.0,1712.0,1825.0,1812.0,PI,883.0,,62.0,60.0,,13.0,11.0,5.0,ISP,222.0,,,0.0,,0.0,,,,,,
144371,1987.0,10.0,24,6.0,1720.0,1720.0,1841.0,1847.0,NW,581.0,,81.0,87.0,,-6.0,0.0,2.0,DTW,405.0,,,0.0,,0.0,,,,,,
103429,1987.0,11.0,26,4.0,926.0,930.0,1119.0,1110.0,DL,941.0,,113.0,100.0,,9.0,-4.0,8.0,ATL,533.0,,,0.0,,0.0,,,,,,
64850,1987.0,10.0,18,7.0,2104.0,2106.0,2216.0,2225.0,UA,1185.0,,72.0,79.0,,-9.0,-2.0,8.0,CAE,401.0,,,0.0,,0.0,,,,,,
211753,1987.0,11.0,7,6.0,1700.0,1700.0,1813.0,1816.0,AA,2007.0,,73.0,76.0,,-3.0,0.0,3.0,OAK,337.0,,,0.0,,0.0,,,,,,
116523,1987.0,11.0,16,1.0,1950.0,1935.0,2113.0,2035.0,WN,756.0,,83.0,60.0,,38.0,15.0,10.0,STL,251.0,,,0.0,,0.0,,,,,,
202015,1987.0,10.0,25,7.0,1555.0,1530.0,1658.0,1637.0,PI,926.0,,63.0,67.0,,21.0,25.0,2.0,SYR,298.0,,,0.0,,0.0,,,,,,
117937,1987.0,11.0,13,5.0,740.0,730.0,1450.0,1429.0,DL,104.0,,250.0,239.0,,21.0,10.0,3.0,ATL,1946.0,,,0.0,,0.0,,,,,,
191479,1987.0,12.0,9,3.0,2233.0,2155.0,2319.0,2235.0,AS,707.0,,46.0,40.0,,44.0,38.0,0.0,PDX,129.0,,,0.0,,0.0,,,,,,
25050,1987.0,10.0,10,6.0,622.0,625.0,737.0,739.0,UA,1480.0,,75.0,74.0,,-2.0,-3.0,3.0,SMF,373.0,,,0.0,,0.0,,,,,,
116122,1987.0,10.0,7,3.0,1944.0,1944.0,2053.0,2110.0,AA,551.0,,129.0,146.0,,-17.0,0.0,9.0,ORD,783.0,,,0.0,,0.0,,,,,,
169380,1987.0,12.0,8,2.0,1344.0,1330.0,1435.0,1425.0,WN,29.0,,51.0,55.0,,10.0,14.0,7.0,HOU,239.0,,,0.0,,0.0,,,,,,
168542,1987.0,10.0,10,6.0,1141.0,1135.0,1312.0,1303.0,PI,402.0,,91.0,88.0,,9.0,6.0,6.0,RDU,534.0,,,0.0,,0.0,,,,,,
32001,1987.0,10.0,28,3.0,1055.0,1055.0,1118.0,1111.0,UA,419.0,,83.0,76.0,,7.0,0.0,14.0,DEN,419.0,,,0.0,,0.0,,,,,,
100569,1987.0,11.0,16,1.0,714.0,715.0,1204.0,1213.0,CO,906.0,,170.0,178.0,,-9.0,-1.0,3.0,AUS,1242.0,,,0.0,,0.0,,,,,,
261403,1987.0,11.0,19,4.0,1527.0,1445.0,1832.0,1800.0,CO,504.0,,125.0,135.0,,32.0,42.0,3.0,DEN,862.0,,,0.0,,0.0,,,,,,
240517,1987.0,11.0,23,1.0,2157.0,2121.0,2237.0,2207.0,TW,745.0,,40.0,46.0,,30.0,36.0,3.0,PSP,110.0,,,0.0,,0.0,,,,,,
180644,1987.0,12.0,18,5.0,729.0,730.0,850.0,848.0,PS,1855.0,,81.0,78.0,,2.0,-1.0,3.0,SFO,337.0,,,0.0,,0.0,,,,,,
142550,1987.0,11.0,19,4.0,2211.0,2212.0,2349.0,4.0,TW,275.0,,98.0,112.0,,-15.0,-1.0,1.0,IAH,668.0,,,0.0,,0.0,,,,,,
187119,1987.0,11.0,21,6.0,1625.0,1625.0,1804.0,1759.0,NW,449.0,,159.0,154.0,,5.0,0.0,8.0,MSP,908.0,,,0.0,,0.0,,,,,,
135189,1987.0,12.0,28,1.0,1150.0,1150.0,1345.0,1326.0,EA,665.0,,115.0,96.0,,19.0,0.0,8.0,ATL,533.0,,,0.0,,0.0,,,,,,
33458,1987.0,12.0,2,3.0,740.0,740.0,1234.0,1218.0,DL,796.0,,174.0,158.0,,16.0,0.0,3.0,DFW,1235.0,,,0.0,,0.0,,,,,,
178567,1987.0,12.0,31,4.0,1125.0,1120.0,1253.0,1249.0,TW,507.0,,88.0,89.0,,4.0,5.0,1.0,MSP,449.0,,,0.0,,0.0,,,,,,
138752,1987.0,11.0,19,4.0,1245.0,1245.0,1352.0,1347.0,TW,537.0,,67.0,62.0,,5.0,0.0,10.0,STL,251.0,,,0.0,,0.0,,,,,,
3261,1987.0,10.0,16,5.0,35.0,35.0,534.0,535.0,NW,50.0,,179.0,180.0,,-1.0,0.0,0.0,MSP,1399.0,,,0.0,,0.0,,,,,,
258895,1987.0,11.0,20,5.0,700.0,700.0,803.0,754.0,US,363.0,,63.0,54.0,,9.0,0.0,5.0,PHL,228.0,,,0.0,,0.0,,,,,,
193813,1987.0,11.0,22,7.0,1709.0,1709.0,1818.0,1814.0,PI,911.0,,69.0,65.0,,4.0,0.0,5.0,EWR,194.0,,,0.0,,0.0,,,,,,
48094,1987.0,11.0,3,2.0,2244.0,2245.0,647.0,714.0,AA,136.0,,303.0,329.0,,-27.0,-1.0,3.0,BOS,2611.0,,,0.0,,0.0,,,,,,
188353,1987.0,11.0,19,4.0,1548.0,1545.0,1805.0,1811.0,UA,1206.0,,137.0,146.0,,-6.0,3.0,3.0,SEA,954.0,,,0.0,,0.0,,,,,,
177809,1987.0,12.0,4,5.0,1336.0,1336.0,1916.0,1921.0,AA,660.0,,220.0,225.0,,-5.0,0.0,0.0,ORD,1721.0,,,0.0,,0.0,,,,,,
163009,1987.0,12.0,6,7.0,1735.0,1640.0,1900.0,1804.0,TW,207.0,,145.0,144.0,,56.0,55.0,5.0,STL,803.0,,,0.0,,0.0,,,,,,
132236,1987.0,10.0,12,1.0,1230.0,1230.0,1322.0,1325.0,WN,25.0,,52.0,55.0,,-3.0,0.0,7.0,HOU,239.0,,,0.0,,0.0,,,,,,
50904,1987.0,11.0,24,2.0,2125.0,2000.0,2215.0,2055.0,WN,55.0,,50.0,55.0,,80.0,85.0,7.0,HOU,239.0,,,0.0,,0.0,,,,,,
72276,1987.0,10.0,31,6.0,1552.0,1515.0,2246.0,2152.0,DL,1572.0,,294.0,277.0,,54.0,37.0,17.0,LAX,2486.0,,,0.0,,0.0,,,,,,
231831,1987.0,10.0,18,7.0,1532.0,1525.0,1623.0,1614.0,EA,975.0,,51.0,49.0,,9.0,7.0,6.0,MIA,193.0,,,0.0,,0.0,,,,,,
204661,1987.0,12.0,15,2.0,754.0,738.0,1057.0,1020.0,PI,291.0,,183.0,162.0,,37.0,16.0,5.0,MCO,1053.0,,,0.0,,0.0,,,,,,
26,,,5,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,3391.0
2318,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,253414.0
1197,,,22,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,131429.0
2253,,,5,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,245972.0
1697,,,13,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,184731.0
1332,,,6,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,146510.0
619,,,5,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,67856.0
1153,,,13,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,126354.0
154,,,10,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,17078.0
436,,,19,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,47150.0
1492,,,10,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,165804.0
809,,,18,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,89695.0
166,,,8,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,18869.0
665,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,73013.0
1088,,,7,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,118106.0
337,,,20,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,38975.0
1646,,,11,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,179608.0
1094,,,16,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,118460.0
1440,,,13,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,160311.0
1507,,,26,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,167407.0
